id_fragmento,titulo_origen,categoria_l1,pagina,texto_crudo,longitud_caracteres,fecha_extraccion,hash_texto
Redes_y_Comunicaciones_Fundamentos__568f47_p001,Fundamentos de Redes y TCP.pdf,Redes_y_Comunicaciones,1,"Fundamentos de Redes y TCP
Volumen II: Detalles de HTTP, Códigos de Estado y Evolución Web

Departamento de Ingeniería de Redes y Sistemas Distribuidos

16 de junio de 2026

Índice Analítico

1
Arquitectura Semántica de Respuestas HTTP
3

1.1
1.1 El Ecosistema de Códigos de Estado (Status Codes) . . . . . . . . . . . . . . . . .
3

1.2
1.2 Respuestas Informativas (Familia 1xx)
. . . . . . . . . . . . . . . . . . . . . . . .
3

1.3
1.3 Éxito Transaccional (Familia 2xx) . . . . . . . . . . . . . . . . . . . . . . . . . . . .
3

1.4
1.4 Redireccionamiento Topológico (Familia 3xx)
. . . . . . . . . . . . . . . . . . . .
5

1.5
1.5 Errores del Cliente (Familia 4xx) . . . . . . . . . . . . . . . . . . . . . . . . . . . .
6

1.6
1.6 Errores del Servidor (Familia 5xx)
. . . . . . . . . . . . . . . . . . . . . . . . . . .
6

2
Evolución del Protocolo HTTP: De Texto a QUIC
6

2.1
2.1 HTTP/1.1 y el Bloqueo de Cabeza de Línea . . . . . . . . . . . . . . . . . . . . . .
6

2.2
2.2 HTTP/2: Multiplexación Binaria . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
8

2.3
2.3 HTTP/3 y la Capa de Transporte QUIC . . . . . . . . . . . . . . . . . . . . . . . . .
8

2.4
2.4 Representación Vectorial de la Pila de Red . . . . . . . . . . . . . . . . . . . . . .
8

2.5
2.5 Matriz Comparativa de Generaciones HTTP
. . . . . . . . . . . . . . . . . . . . .
8

2.6
Cierre Analítico
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
11

3
Despliegue Web: Gestión de Estado y Almacenamiento Perimetral
11

3.1
3.1 La Dicotomía del Estado en HTTP
. . . . . . . . . . . . . . . . . . . . . . . . . . .
11

3.2
3.2 Taxonomía de Mecanismos de Almacenamiento en el Navegador . . . . . . . .
11

3.3
3.3 Análisis de los Vectores de Almacenamiento . . . . . . . . . . . . . . . . . . . . .
11

3.4
3.4 Implicaciones Arquitectónicas y de Seguridad . . . . . . . . . . . . . . . . . . . .
13

4
Seguridad Perimetral: Criptografía y HTTPS
13

4.1
4.1 Vulnerabilidades Inherentes al Protocolo HTTP Clásico
. . . . . . . . . . . . . .
13

4.2
4.2 Taxonomía de Vectores de Ataque en Capa de Red y Aplicación
. . . . . . . . .
13

4.3
4.3 La Solución Arquitectónica: HTTPS y TLS . . . . . . . . . . . . . . . . . . . . . . .
15

4.4
4.4 Infraestructura de Clave Pública (PKI) y Certificados Digitales
. . . . . . . . . .
15

4.5
4.5 El Ciclo de Negociación TLS (Handshake)
. . . . . . . . . . . . . . . . . . . . . . .
16

5
Auditoría y Depuración de Red
17

5.1
5.1 Herramientas de Desarrollo del Navegador (DevTools) . . . . . . . . . . . . . . .
17

5.2
5.2 Clientes de API REST . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
17

5.3
5.3 Auditoría mediante Interfaz de Línea de Comandos . . . . . . . . . . . . . . . .
19

5.4
Cierre Analítico
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
19",2868,2026-07-22T11:35:01.874592+00:00,22057728a6bbf93437a6f582a3b5eea0c90004a7c425e2e8ab54f8e6d4bde7d9
Redes_y_Comunicaciones_Fundamentos__568f47_p002,Fundamentos de Redes y TCP.pdf,Redes_y_Comunicaciones,2,"6
Interfaces de Programación de Aplicaciones (APIs)
20

6.1
6.1 Definición Arquitectónica y Desacoplamiento . . . . . . . . . . . . . . . . . . . .
20

6.2
6.2 Taxonomía de Protocolos y Arquitecturas API . . . . . . . . . . . . . . . . . . . .
20

6.3
6.3 Representación Topológica: El Ecosistema Desacoplado . . . . . . . . . . . . . .
20

6.4
6.4 Ecosistema de APIs Públicas y Economía de Datos . . . . . . . . . . . . . . . . .
20

6.5
6.5 Profundización Analítica: Arquitectura gRPC . . . . . . . . . . . . . . . . . . . . .
20

6.6
Cierre Analítico
. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
23

7
Despliegue y Arquitecturas de Publicación
23

7.1
7.1 Topologías de Publicación y Aprovisionamiento . . . . . . . . . . . . . . . . . . .
23

7.2
7.2 Taxonomía de Proveedores Cloud de Grado Industrial (Hyperscalers)
. . . . . .
23

7.3
7.3 Plataformas de Despliegue Perimetral (PaaS / Edge) . . . . . . . . . . . . . . . .
24

8
Paradigmas Estructurales del Mercado Laboral y Especialización de Roles
24

8.1
8.1 Evolución de la Complejidad Estructural . . . . . . . . . . . . . . . . . . . . . . .
24

8.2
8.2 Taxonomía de Roles en el Desarrollo de Software . . . . . . . . . . . . . . . . . .
25

8.3
8.3 Orquestación, Calidad y Seguridad Perimetral . . . . . . . . . . . . . . . . . . . .
25

8.4
Cierre y Proyección Profesional . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . .
25",1436,2026-07-22T11:35:01.874592+00:00,a714f243ab4bddc9b5f266835dac06f96baac026e92e2b0768465203572b1df9
Redes_y_Comunicaciones_Fundamentos__568f47_p003,Fundamentos de Redes y TCP.pdf,Redes_y_Comunicaciones,3,"1
Arquitectura Semántica de Respuestas HTTP

1.1
1.1 El Ecosistema de Códigos de Estado (Status Codes)

En el ciclo de vida transaccional del protocolo HTTP, la emisión de una respuesta por parte del
servidor no se limita a la transferencia del cuerpo del mensaje (payload). El servidor adjunta
obligatoriamente un código de estado (Status Code), un número entero de tres dígitos estan-
darizado por la IETF, que actúa como el indicador semántico primario sobre el resultado de la
operación solicitada.
La interpretación determinista de este código resulta crítica tanto para el cliente de red (ej.
navegador, cliente API, frontend) como para la correcta instrumentación de plataformas bac-
kend. Un diseño robusto de APIs REST exige que los servidores mapeen sus excepciones lógi-
cas internas hacia los códigos HTTP correspondientes, garantizando que el consumidor de la
interfaz pueda accionar mecanismos de mitigación, reintento (retry) o redirección de manera
autónoma.
La taxonomía del estándar HTTP divide el espectro numérico en cinco grandes clases o ran-
gos topológicos (del 1xx al 5xx). El primer dígito del código define invariablemente la categoría
de la respuesta.

1xx
Informativos

Petición recibida, el proceso iterativo continúa.

2xx
Éxito Transaccional

La solicitud fue recibida, comprendida y aceptada exitosamente.

3xx
Redireccionamiento

Se requiere acción topológica adicional para completar la solicitud.

4xx
Errores del Cliente

La petición contiene sintaxis errónea o no puede procesarse (Fallo de origen).

5xx
Errores del Servidor

El servidor colapsó al cumplir una solicitud aparentemente válida.

Figura 1: Taxonomía estructural de las cinco familias de códigos de estado HTTP.

1.2
1.2 Respuestas Informativas (Familia 1xx)

Los códigos de la serie 100 son de carácter provisional y comunican al cliente que el servidor ha
recibido las cabeceras de red iniciales y que la capa de transporte permite continuar con el flujo
transaccional. Históricamente relevantes para sistemas legados, mantienen vigencia operativa
en arquitecturas modernas para la optimización de latencia.

1.3
1.3 Éxito Transaccional (Familia 2xx)

Esta matriz numérica ratifica matemáticamente que la acción requerida por el cliente fue reci-
bida, decodificada sintácticamente y ejecutada con éxito por la lógica de negocio del servidor.",2346,2026-07-22T11:35:01.874592+00:00,8c56620e76dcec7e22599e7119515fe6cb5cb82840fd7db54db075498b9d7a90
Redes_y_Comunicaciones_Fundamentos__568f47_p004,Fundamentos de Redes y TCP.pdf,Redes_y_Comunicaciones,4,"Código
Denominación
Explicación Arquitectónica

100
Continue
El servidor ha recibido las cabeceras (headers) iniciales y au-
toriza al cliente a enviar el cuerpo del mensaje (payload). Útil
para evitar el envío de grandes volúmenes de datos si el servi-
dor va a rechazar la transacción por falta de autorización.
101
Switching Protocols
Operación de handshake (apretón de manos). El servidor acep-
ta la solicitud del cliente (expresada en la cabecera Upgrade)
para mutar de protocolo en la misma conexión TCP, por ejem-
plo, escalando de HTTP/1.1 a WebSockets bidireccionales.
103
Early Hints
Optimización de latencia. Permite al servidor emitir un sub-
conjunto de cabeceras de red antes de que la respuesta com-
pleta esté consolidada, autorizando al navegador cliente a pre-
cargar activos críticos (CSS/JS) de forma asíncrona.

Código
Denominación
Explicación Arquitectónica

200
OK
Estado de resolución genérica de éxito. En operaciones GET, indi-
ca la recuperación del recurso; en PUT o POST, corrobora el pro-
cesamiento algorítmico sin definir heurísticas adicionales.
201
Created
Denota el éxito estricto de una transacción de mutación. Se aso-
cia mandatariamente a operaciones POST que culminan con la
persistencia topológica de una nueva entidad o registro en el al-
macenamiento del sistema.
204
No Content
Ejecución exitosa de la operación, pero la respuesta omite deli-
beradamente la inclusión de un cuerpo (payload). Constituye la
convención semántica estricta para resolver operaciones DELETE
o PUT que no requieren actualizar la heurística visual del cliente.
206
Partial Content
Descarga particionada. El servidor transmite un flujo binario seg-
mentado del recurso, típicamente invocado cuando el cliente em-
plea la cabecera Range. Esencial en ecosistemas de streaming de
video o reinicio de descargas colapsadas.",1838,2026-07-22T11:35:01.883368+00:00,7911f13dc990e4b16d0a57f46859c90f9d41415763850526a428fbb1bd2397b1
Redes_y_Comunicaciones_Fundamentos__568f47_p005,Fundamentos de Redes y TCP.pdf,Redes_y_Comunicaciones,5,"Axioma de Ingeniería REST

En el diseño de frameworks modernos y arquitecturas RESTful, la supresión del código 201 en favor
de un genérico 200 durante la creación de recursos constituye un anti-patrón de ingeniería. Retornar 201
Created junto con la cabecera Location (que apunta a la URI del recurso recién instanciado) es un
mandato arquitectónico ineludible.

1.4
1.4 Redireccionamiento Topológico (Familia 3xx)

La familia de los 300 rige la delegación de flujo. Indica al cliente (User-Agent) que el recurso
solicitado no reside en la ruta indicada y que es matemáticamente indispensable ejecutar una
transición hacia otra URI (provista en la cabecera Location) para completar la resolución tran-
saccional.

Código
Denominación
Explicación Arquitectónica

301
Moved Permanently
Alteración estructural inmutable. El recurso ha mutado su URI
de forma definitiva. Este código instruye a los motores de bús-
queda (crawlers) y a la caché del navegador para actualizar sus
punteros analíticos subyacentes de manera permanente.
302
Found
Redirección temporal. El recurso reside provisionalmente en
otra ruta, pero el cliente debe preservar la URI original para
peticiones futuras.
304
Not Modified
Mecanismo de control estricto de caché. El servidor ratifica
que el recurso solicitado no ha sufrido mutaciones algebrai-
cas desde el último evento de recuperación, autorizando al
cliente a consumir la representación persistida en su caché
local y ahorrando latencia de transferencia.

Profundización Analítica: Mecanismos de Redirección (301 vs 302)

La redirección HTTP constituye un mecanismo de delegación topológica que instruye algorít-
micamente al cliente de red (User-Agent) para que resuelva el recurso en una URI alternativa. La
distinción arquitectónica entre los códigos 301 y 302 trasciende el simple enrutamiento, impac-
tando críticamente las políticas de almacenamiento en caché (caching) y la optimización heurís-
tica para motores de búsqueda (SEO).

- Código 301 (Moved Permanently): Dictamina una alteración inmutable en la topología de la
red. Los navegadores web y motores de indexación (crawlers) asimilan este código persistien-
do la nueva ruta en su caché local y transfiriendo la autoridad heurística (SEO) del enlace
original al destino. Es el estándar imperativo para migraciones corporativas de dominio o re-
estructuraciones profundas de API.

- Código 302 (Found / Temporary Redirect): Denota una transición efímera. El cliente acata la
redirección inmediata, pero asume contractualmente que el recurso retornará a su URI de
origen en transacciones futuras. Consecuentemente, el cliente inhibe el almacenamiento en
caché de esta directiva y los motores de búsqueda preservan el índice original. Es óptimo para
despliegues tipo A/B (A/B Testing) o ventanas de mantenimiento transitorias.",2819,2026-07-22T11:35:01.885875+00:00,4adba9cc9d8f1f7083aabadf7eef1fc75aa1e5ab5d8e28f62e9525dd69f8c575
Redes_y_Comunicaciones_Fundamentos__568f47_p006,Fundamentos de Redes y TCP.pdf,Redes_y_Comunicaciones,6,"# Estructura transaccional de una respuesta de redirección
HTTP/1.1 301 Moved Permanently
Location: https://nuevoservidor.com/recurso

Servidor
Origen

Nuevo
Servidor

Navegador /
Cliente HTTP

HTTP GET /old-page

HTTP 301 Moved Permanently

Location: /new-page
Caché del Cliente / SEO:

SÍ (Permanente)

HTTP GET /new-page

HTTP 200 OK

HTTP 302 Found (Alternativa temporal)

Caché del Cliente / SEO:

NO (Temporal)

Figura 2: Diagrama de secuencia transaccional que ilustra la bifurcación heurística y las impli-
caciones de almacenamiento en caché al delegar estado mediante códigos 301 vs 302.

1.5
1.5 Errores del Cliente (Familia 4xx)

Esta matriz de error atribuye la falla operacional de manera exclusiva a la entidad solicitante.
Su emisión alerta sobre deficiencias sintácticas en el paquete de red, violaciones de políticas de
acceso o desajustes topológicos.

1.6
1.6 Errores del Servidor (Familia 5xx)

Los estados 5xx externalizan colapsos algorítmicos, fallos de conectividad o excepciones no
controladas (crashes) derivadas directamente de la infraestructura backend. La recepción de es-
tos códigos dictamina que el cliente generó una transacción matemáticamente válida, pero la
incapacidad recayó sobre la lógica de negocio o la red de servidores.

Advertencia Metodológica: Ambigüedad de Estado

En infraestructuras de microservicios distribuidos, la frontera analítica entre un error 502 (Bad Gate-
way) y un 503 (Service Unavailable) resulta borrosa pero crítica. Un 502 generalmente denota un error de
comunicación de red interna o de configuración de sockets, mientras que un 503 indica explícitamente un ago-
tamiento computacional temporal mitigable mediante políticas de auto-scaling en infraestructuras orientadas
a contenedores.

2
Evolución del Protocolo HTTP: De Texto a QUIC

2.1
2.1 HTTP/1.1 y el Bloqueo de Cabeza de Línea

El estándar HTTP/1.1, adoptado masivamente desde 1997, rige la semántica fundamental de la
web contemporánea. Su innovación arquitectónica primaria fue la introducción de conexiones
persistentes (keep-alive), permitiendo que múltiples ciclos de Request/Response se ejecutaran",2132,2026-07-22T11:35:01.885875+00:00,ee49db69286d4c9e322831aa24208e1a4b077e3c856977cc68ec7149895ffe02
Redes_y_Comunicaciones_Fundamentos__568f47_p007,Fundamentos de Redes y TCP.pdf,Redes_y_Comunicaciones,7,"Código
Denominación
Explicación Arquitectónica

400
Bad Request
Excepción general de entrada. La sintaxis del flujo es algorít-
micamente incorrecta, la carga útil JSON está malformada, o
faltan atributos mandatarios definidos por el contrato del ser-
vicio.
401
Unauthorized
Ausencia de identidad. El cliente exige el consumo de un re-
curso protegido pero ha omitido inyectar credenciales cripto-
gráficas de autenticación (ej. Token Bearer) válidas.
403
Forbidden
Colisión de roles. El cliente ha superado la autenticación de
identidad, pero el motor de autorización (RBAC) determinó
que su nivel de privilegios es insuficiente para acceder a la
topología solicitada.
404
Not Found
Resolución fallida de enrutamiento. El identificador del recur-
so no existe en el mapeo espacial del servidor o ha sido elimi-
nado previamente.
405
Method Not Allowed
Inconsistencia del verbo HTTP. El recurso topológico existe y
fue enrutado, pero rechaza la mutación solicitada (ej. emitir
un PUT hacia un endpoint que solo admite POST).
408
Request Timeout
Cese por expiración de latencia. El servidor ha abortado la co-
nexión TCP debido a que el cliente consumió un umbral tem-
poral inaceptable para transferir el paquete completo.
413
Payload Too Large
Restricción perimetral de volumen. La entidad adjunta (body)
excede el límite de bytes soportado por el motor WSGI o el
proxy inverso, previniendo ataques de denegación de servicio
(DoS).
429
Too Many Requests
Límite de aceleración (Rate Limiting). El cliente ha violado los
umbrales de concurrencia establecidos por la política de la
API (ej. más de 100 peticiones por minuto). Exige la cabecera
Retry-After.

Código
Denominación
Explicación Arquitectónica

500
Internal Server Error
Colapso general. Excepción de ejecución algorítmica no in-
terceptada en el código fuente de la aplicación (ej. desborda-
miento de memoria o Null Pointer Exception). Es mandatorio
que este error jamás exponga trazas internas (stack traces) al
cliente de red.
501
Not Implemented
Incompatibilidad de interfaz. El servidor carece de las primi-
tivas operativas necesarias para soportar la solicitud (ej. in-
vocar un método HTTP no programado en la especificación
base del servidor web).
502
Bad Gateway
Falla en la orquestación perimetral. El servidor, operando co-
mo proxy inverso (ej. Nginx), ha recibido una respuesta asín-
crona inválida o corrompida por parte del servicio backend
descendente (ej. Gunicorn).
503
Service Unavailable
Agotamiento transitorio de recursos. El ecosistema subya-
cente se halla bajo un pico de saturación de tráfico severo,
mantenimiento planificado o las colas de subprocesos (wor-
kers) están matemáticamente agotadas.",2685,2026-07-22T11:35:01.894663+00:00,967d1c3e55f1e1319c336b09e8b64bd4487c9ecac5864ad01a8d57670b7aed45
Redes_y_Comunicaciones_Fundamentos__568f47_p008,Fundamentos de Redes y TCP.pdf,Redes_y_Comunicaciones,8,"secuencialmente sobre un único túnel TCP, mitigando la sobrecarga de latencia impuesta por
el Three-way Handshake repetitivo.
No obstante, HTTP/1.1 padece una deficiencia topológica crítica denominada Bloqueo de
Cabeza de Línea (Head-of-Line Blocking - HoL) en la capa de aplicación. Dado que las respuestas
deben emitirse estrictamente en el mismo orden cronológico en que se recibieron las peticio-
nes, el procesamiento asíncrono de un recurso pesado (ej. un binario masivo) bloquea algorít-
micamente la transferencia de los recursos subsiguientes, induciendo cuellos de botella en la
renderización del cliente.

2.2
2.2 HTTP/2: Multiplexación Binaria

Para resolver las ineficiencias secuenciales, la IETF estandarizó HTTP/2 en 2015. Esta iteración
no mutó la semántica del protocolo (verbos, cabeceras y códigos de estado permanecen inal-
terados), pero reescribió de manera absoluta la capa de transporte lógico.
Las mejoras de ingeniería estructurales incluyen:

- Entramado Binario (Binary Framing): Los mensajes de texto plano se fragmentan en tramas
binarias discretas, optimizando el parseo por parte de las máquinas y reduciendo la vulnera-
bilidad a ataques de inyección heurística.

- Multiplexación Concurrente: Múltiples flujos de datos (streams) transitan simultáneamente
y de forma desordenada a través de una única conexión TCP, resolviendo matemáticamente
el HoL en la capa de aplicación. El cliente reensambla las tramas mediante identificadores
lógicos.

- Compresión HPACK: Las cabeceras (headers) se comprimen empleando diccionarios dinámi-
cos, minimizando la carga útil redundante transmitida en cada transacción perimetral.

- Server Push: El servidor anticipa las necesidades del agente y transmite proactivamente ac-
tivos (ej. CSS o JS) a la caché del cliente antes de que este los solicite formalmente.

2.3
2.3 HTTP/3 y la Capa de Transporte QUIC

A pesar de la multiplexación de HTTP/2, la infraestructura web seguía sujeta a los límites físicos
del protocolo TCP subyacente. Si se produce la pérdida de un solo paquete de red en la capa
TCP, el algoritmo de control de congestión detiene la entrega de todo el flujo multiplexado hasta
que se retransmita el fragmento extraviado. Esto se conoce como el Head-of-Line Blocking en la
capa de transporte.
Para mitigar esta barrera absoluta, HTTP/3 (estandarizado en 2022) abandona históricamen-
te el uso de TCP en favor de QUIC, un protocolo de transporte de nueva generación fundamen-
tado sobre UDP (User Datagram Protocol).

2.4
2.4 Representación Vectorial de la Pila de Red

2.5
2.5 Matriz Comparativa de Generaciones HTTP

La síntesis evolutiva de los protocolos web se dimensiona algorítmicamente contrastando sus
primitivas arquitectónicas. A continuación, se expone la matriz comparativa que evalúa los vec-
tores de seguridad, transporte, multiplexación y estado de adopción en la industria, validando
las transiciones topológicas hacia QUIC.",2933,2026-07-22T11:35:01.894663+00:00,6e754f01a195c4c63ce22115c9b75de2ab6688ab70ad866be8da529254480ef1
Redes_y_Comunicaciones_Fundamentos__568f47_p009,Fundamentos de Redes y TCP.pdf,Redes_y_Comunicaciones,9,"Capacidad Arquitectónica
Justificación Heurística en HTTP/3 (QUIC)

Multiplexación Nativa
QUIC administra los flujos a nivel de transporte. La pérdida
de un paquete UDP solo afecta al flujo criptográfico asocia-
do; el resto de las transacciones multiplexadas continúan su
transmisión sin bloqueo.

Cifrado Obligatorio
A diferencia de TCP, QUIC integra TLS 1.3 de manera nativa
e indisoluble en su arquitectura de red. No existe HTTP/3 en
texto plano (cleartext).

0-RTT (Zero Round Trip Time)
La negociación criptográfica y el handshake de conexión se
ejecutan de manera concurrente. Clientes con sesiones pre-
vias pueden enviar la carga útil (payload) en el primer paque-
te, reduciendo la latencia perimetral a cero.

Migración de Conexión
Las conexiones se identifican mediante un ID criptográfico
(Connection ID) y no por la tupla IP/Puerto. Esto permite a los
clientes móviles transitar entre redes (ej. de Wi-Fi a 5G) sin in-
terrumpir el flujo transaccional.

Generación 1
Generación 2
Generación 3

HTTP/3
QPACK

HTTP/1.1
Texto Plano

HTTP/2
Tramas Binarias

TLS 1.2 / 1.3

TLS 1.2

QUIC
(Multiplexación
+ TLS 1.3)

TCP

TCP

UDP

Capa IP

Capa IP

Capa IP

Figura 3: Evolución topológica de la pila de red HTTP, evidenciando la transición disruptiva desde
TCP hacia QUIC (UDP) en HTTP/3 para mitigar la latencia de transporte.",1337,2026-07-22T11:35:01.899187+00:00,4e8ab2808f22c88c158eba72c0b75640476440a41b29453fe98762b3234fc51c
Redes_y_Comunicaciones_Fundamentos__568f47_p010,Fundamentos de Redes y TCP.pdf,Redes_y_Comunicaciones,10,"Vector de Análisis
HTTP/1.1 (1997)
HTTP/2 (2015)
HTTP/3 (2022)

Capa de Transporte
TCP.
Totalmente
ordenado,
pero
altamente
pro-
penso al bloqueo
secuencial
(HoL
Blocking).

TCP. Abstrae flujos
paralelos
en
la
aplicación,
pero
hereda la vulnera-
bilidad al bloqueo
en la capa de red
si se extravía un
paquete.

UDP estructurado
sobre QUIC. Recu-
peración heurísti-
ca e independien-
te por flujo, erra-
dicando matemá-
ticamente el HoL
Blocking.

Seguridad Criptográfica
Texto
plano
por
defecto
(HTTPS
opcional median-
te
túnel
TLS).
Vulnerable
a
interceptación
(Sniffing).

Soporta
texto
plano
algorítmi-
camente, pero los
navegadores
im-
ponen HTTPS (TLS)
como estándar de
facto.

Cifrado TLS 1.3 na-
tivo,
mandatorio
e indisoluble por
diseño
arquitec-
tónico. No admite
tráfico
en
texto
plano.

Multiplexación Concurrente
Inexistente de for-
ma nativa. Requie-
re abrir y sostener
múltiples conexio-
nes TCP simultá-
neas costosas.

Soportada
en
la capa de apli-
cación.
Inyecta
múltiples streams
concurrentes den-
tro de una única
conexión TCP sub-
yacente.

Soportada nativa-
mente en la ca-
pa de transporte.
Los flujos cripto-
gráficos operan de
manera totalmen-
te independiente y
paralela.

Adopción y Rendimiento
Adopción
uni-
versal
(sistemas
legados).
Rendi-
miento
severa-
mente penalizado
por
latencia
de
iteración.

Altamente
adop-
tado globalmente.
Rendimiento
su-
perior en la carga
de activos concu-
rrentes estáticos.

En fase de adop-
ción
sostenida
(Big
Tech).
Ren-
dimiento
óptimo
bajo
condiciones
de
inestabilidad
de red o transicio-
nes móviles.",1569,2026-07-22T11:35:01.900106+00:00,267d8ac0e7d747ec16b1562a767a900865a6129c1ebe737008060445fde1bfcd
